Standortname;PLZ;Standplatz-Bezeichnung_Internet;Latitude;Longitude;Title
Husum;25813;EG Halle;54,456652;9,0593285;EG Halle - Husum - 25813
Husum;25813;In der Bahnhofshalle;54,456652;9,0593285;In der Bahnhofshalle - Husum - 25813
Bredstedt;25821;Auf dem Bahnsteig;54,6195112;8,9657724;Auf dem Bahnsteig - Bredstedt - 25821
Bad St.Peter Ording;25826;Auf dem Bahnsteig;54,3048043;8,6522205;Auf dem Bahnsteig - Bad St.Peter Ording - 25826
Bad St. Peter Süd;25826;Auf dem Bahnsteig;54,3048043;8,6522205;Auf dem Bahnsteig - Bad St. Peter Süd - 25826
Tönning;25832;Auf dem Bahnsteig;54,3149337;8,8902099;Auf dem Bahnsteig - Tönning - 25832
Kating;25832;Bahnsteig;54,3149337;8,8902099;Bahnsteig - Kating - 25832
Katharinenheerd;25836;Auf dem Bahnsteig;54,3302545;8,7822329;Auf dem Bahnsteig - Katharinenheerd - 25836
Garding;25836;Auf dem Bahnsteig;54,3302545;8,7822329;Auf dem Bahnsteig - Garding - 25836
Sandwehle;25836;Bahnsteig;54,3302545;8,7822329;Bahnsteig - Sandwehle - 25836
Friedrichstadt;25840;Bahnhofsvorplatz;54,3898494;9,0673506;Bahnhofsvorplatz - Friedrichstadt - 25840
Langenhorn(Schlesw);25842;Auf dem Bahnsteig;54,6816435;8,9337199;Auf dem Bahnsteig - Langenhorn(Schlesw) - 25842
Harblek;25870;Bahnsteig;54,3716112;8,9425927;Bahnsteig - Harblek - 25870
Tating;25881;Auf dem Bahnsteig;54,3301045;8,6830395;Auf dem Bahnsteig - Tating - 25881
Witzwort;25889;Bahnsteig;54,4158461;9,0150693;Bahnsteig - Witzwort - 25889
Niebüll;25899;In der Bahnhofshalle;54,7562578;8,7450662;In der Bahnhofshalle - Niebüll - 25899
Niebüll;25899;In der Bahnhofshalle;54,7562578;8,7450662;In der Bahnhofshalle - Niebüll - 25899
Klanxbüll;25924;Auf dem Bahnsteig;54,861259;8,6716091;Auf dem Bahnsteig - Klanxbüll - 25924
Klanxbüll;25924;Auf dem Bahnsteig;54,861259;8,6716091;Auf dem Bahnsteig - Klanxbüll - 25924
Westerland (Sylt);25980;Auf dem Bahnsteig;54,886578;8,311244;Auf dem Bahnsteig - Westerland (Sylt) - 25980
Westerland (Sylt);25980;Bahnhofshalle;54,886578;8,311244;Bahnhofshalle - Westerland (Sylt) - 25980
Morsum;25980;Auf dem Bahnsteig;54,886578;8,311244;Auf dem Bahnsteig - Morsum - 25980
Westerland (Sylt);25980;In der Bahnhofshalle;54,886578;8,311244;In der Bahnhofshalle - Westerland (Sylt) - 25980
Westerland (Sylt);25980;In der Bahnhofshalle;54,886578;8,311244;In der Bahnhofshalle - Westerland (Sylt) - 25980
Westerland (Sylt);25980;In der Bahnhofshalle;54,886578;8,311244;In der Bahnhofshalle - Westerland (Sylt) - 25980
Keitum;25980;Auf dem Bahnsteig;54,886578;8,311244;Auf dem Bahnsteig - Keitum - 25980
Oldenburg (Oldb);26122;In der Bahnhofshalle;53,1377863;8,2048108;In der Bahnhofshalle - Oldenburg (Oldb) - 26122
Oldenburg (Oldb);26122;Zugang vom ZOB;53,1377863;8,2048108;Zugang vom ZOB - Oldenburg (Oldb) - 26122
Oldenburg (Oldb);26122;In der Bahnhofshalle;53,1377863;8,2048108;In der Bahnhofshalle - Oldenburg (Oldb) - 26122
Oldenburg (Oldb);26122;In der Bahnhofshalle;53,1377863;8,2048108;In der Bahnhofshalle - Oldenburg (Oldb) - 26122
Oldenburg (Oldb);26122;In der Bahnhofshalle;53,1377863;8,2048108;In der Bahnhofshalle - Oldenburg (Oldb) - 26122
Oldenburg (Oldb);26122;In der Bahnhofshalle;53,1377863;8,2048108;In der Bahnhofshalle - Oldenburg (Oldb) - 26122
Oldenburg (Oldb);26122;Zugang vom ZOB;53,1377863;8,2048108;Zugang vom ZOB - Oldenburg (Oldb) - 26122
Bad Zwischenahn;26160;Auf dem Bahnsteig;53,1856017;8,0205892;Auf dem Bahnsteig - Bad Zwischenahn - 26160
Bad Zwischenahn;26160;Zugang zum Tunnel;53,1856017;8,0205892;Zugang zum Tunnel - Bad Zwischenahn - 26160
Norden;26506;Am Bahnhofsgebäude;53,5768531;7,1644716;Am Bahnhofsgebäude - Norden - 26506
Norden;26506;Zugang zum Bahnsteig;53,5768531;7,1644716;Zugang zum Bahnsteig - Norden - 26506
Norddeich Mole;26506;Auf dem Bahnsteig;53,5768531;7,1644716;Auf dem Bahnsteig - Norddeich Mole - 26506
Norddeich Mole;26506;Auf dem Bahnsteig;53,5768531;7,1644716;Auf dem Bahnsteig - Norddeich Mole - 26506
Norddeich;26506;Bahnhofsvorplatz;53,5768531;7,1644716;Bahnhofsvorplatz - Norddeich - 26506
Marienhafe;26529;Auf dem Bahnsteig;53,5057782;7,2607246;Auf dem Bahnsteig - Marienhafe - 26529
Westerstede-Ocholt;26655;Zugang zum Bahnhofsgebäude;53,2782834;7,9322363;Zugang zum Bahnhofsgebäude - Westerstede-Ocholt - 26655
Augustfehn;26689;Auf dem Bahnsteig;53,2006565;7,7946357;Auf dem Bahnsteig - Augustfehn - 26689
Emden Hbf;26721;In der Bahnhofshalle;53,3808252;7,2067786;In der Bahnhofshalle - Emden Hbf - 26721
Emden Hbf;26721;In der Bahnhofshalle;53,3808252;7,2067786;In der Bahnhofshalle - Emden Hbf - 26721
Emden Hbf;26721;In der Bahnhofshalle;53,3808252;7,2067786;In der Bahnhofshalle - Emden Hbf - 26721
Emden Außenhafen;26721;Auf dem Bahnsteig;53,3808252;7,2067786;Auf dem Bahnsteig - Emden Außenhafen - 26721
Borkum;26757;Vor dem Empfangsgebäude;53,587622;6,6704003;Vor dem Empfangsgebäude - Borkum - 26757
Leer (Ostfriesl);26789;In der Bahnhofshalle;53,2551971;7,4513578;In der Bahnhofshalle - Leer (Ostfriesl) - 26789
Leer (Ostfriesl);26789;In der Bahnhofshalle;53,2551971;7,4513578;In der Bahnhofshalle - Leer (Ostfriesl) - 26789
Leer (Ostfriesl);26789;In der Bahnhofshalle;53,2551971;7,4513578;In der Bahnhofshalle - Leer (Ostfriesl) - 26789
Leer (Ostfriesl);26789;Auf dem Bahnsteig;53,2551971;7,4513578;Auf dem Bahnsteig - Leer (Ostfriesl) - 26789
Weener;26826;Auf dem Bahnsteig;53,1441593;7,3214695;Auf dem Bahnsteig - Weener - 26826
Bassum;27211;Auf dem Bahnsteig;52,8754288;8,7339691;Auf dem Bahnsteig - Bassum - 27211
Twistringen;27239;In der Bahnhofshalle;52,7992829;8,5945111;In der Bahnhofshalle - Twistringen - 27239
Verden (Aller);27283;Auf dem Bahnsteig;52,9347982;9,2329647;Auf dem Bahnsteig - Verden (Aller) - 27283
Verden (Aller);27283;Auf dem Bahnsteig;52,9347982;9,2329647;Auf dem Bahnsteig - Verden (Aller) - 27283
Langwedel;27299;Auf dem Bahnsteig;53,0047548;9,1688496;Auf dem Bahnsteig - Langwedel - 27299
Dörverden;27313;Auf dem Bahnsteig;52,8469415;9,2276696;Auf dem Bahnsteig - Dörverden - 27313
Dörverden;27313;Auf dem Bahnsteig;52,8469415;9,2276696;Auf dem Bahnsteig - Dörverden - 27313
Eystrup;27324;Auf dem Bahnsteig;52,7792396;9,2216764;Auf dem Bahnsteig - Eystrup - 27324
Eystrup;27324;Zugang zum Bahnsteig;52,7792396;9,2216764;Zugang zum Bahnsteig - Eystrup - 27324
Visselhövede;27374;Bahnsteig;52,98706;9,5293704;Bahnsteig - Visselhövede - 27374
Visselhövede;27374;Bahnsteig;52,98706;9,5293704;Bahnsteig - Visselhövede - 27374
Cuxhaven;27472;Empfangsgebäude;53,8552071;8,7073855;Empfangsgebäude - Cuxhaven - 27472
Cuxhaven;27472;Empfangsgebäude;53,8552071;8,7073855;Empfangsgebäude - Cuxhaven - 27472
Cuxhaven;27472;Auf dem Bahnsteig;53,8552071;8,7073855;Auf dem Bahnsteig - Cuxhaven - 27472
Bremerhaven Hbf;27570;In der Bahnhofshalle;53,5398577;8,5904598;In der Bahnhofshalle - Bremerhaven Hbf - 27570
Bremerhaven Hbf;27570;In der Bahnhofshalle;53,5398577;8,5904598;In der Bahnhofshalle - Bremerhaven Hbf - 27570
Bremerhaven-Lehe;27576;Bahnhofsvorplatz;53,5567847;8,5929499;Bahnhofsvorplatz - Bremerhaven-Lehe - 27576
Osterholz-Scharmbeck;27711;Am Bahnhofsgebäude;53,2648107;8,7422227;Am Bahnhofsgebäude - Osterholz-Scharmbeck - 27711
Osterholz-Scharmbeck;27711;Auf dem Bahnsteig;53,2648107;8,7422227;Auf dem Bahnsteig - Osterholz-Scharmbeck - 27711
Delmenhorst;27753;In der Bahnhofshalle;53,0522371;8,609065;In der Bahnhofshalle - Delmenhorst - 27753
Delmenhorst;27753;In der Bahnhofshalle;53,0522371;8,609065;In der Bahnhofshalle - Delmenhorst - 27753
Delmenhorst;27753;In der Bahnhofshalle;53,0522371;8,609065;In der Bahnhofshalle - Delmenhorst - 27753
Hude;27798;Auf dem Bahnsteig;53,119698;8,3475079;Auf dem Bahnsteig - Hude - 27798
Bremen Hbf;28195;Vor dem DB Reisezentrum;53,0838997;8,8044917;Vor dem DB Reisezentrum - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;Bahnhofshalle Ausgang Bürgerweide;53,0838997;8,8044917;Bahnhofshalle Ausgang Bürgerweide - Bremen Hbf - 28195
Bremen Hbf;28195;Bahnhofshalle Ausgang Bürgerweide;53,0838997;8,8044917;Bahnhofshalle Ausgang Bürgerweide - Bremen Hbf - 28195
Bremen Hbf;28195;Bahnhofshalle Ausgang Bürgerweide;53,0838997;8,8044917;Bahnhofshalle Ausgang Bürgerweide - Bremen Hbf - 28195
Bremen Hbf;28195;Bahnhofshalle Ausgang Bürgerweide;53,0838997;8,8044917;Bahnhofshalle Ausgang Bürgerweide - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;Im DB Reisezentrum;53,0838997;8,8044917;Im DB Reisezentrum - Bremen Hbf - 28195
Bremen Hbf;28195;Vor dem DB Reisezentrum;53,0838997;8,8044917;Vor dem DB Reisezentrum - Bremen Hbf - 28195
Bremen Hbf;28195;Im DB Reisezentrum;53,0838997;8,8044917;Im DB Reisezentrum - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen Hbf;28195;In der Bahnhofshalle;53,0838997;8,8044917;In der Bahnhofshalle - Bremen Hbf - 28195
Bremen-Mahndorf;28309;Auf dem Bahnsteig;53,0418089;8,8964741;Auf dem Bahnsteig - Bremen-Mahndorf - 28309
Bremen-Mahndorf;28309;Auf dem Bahnsteig;53,0418089;8,8964741;Auf dem Bahnsteig - Bremen-Mahndorf - 28309
Achim;28832;Auf dem Bahnsteig;53,0230093;9,0726476;Auf dem Bahnsteig - Achim - 28832
Achim;28832;Auf dem Bahnsteig;53,0230093;9,0726476;Auf dem Bahnsteig - Achim - 28832
Kirchweyhe;28844;Auf dem Bahnsteig;52,9863372;8,8420828;Auf dem Bahnsteig - Kirchweyhe - 28844
Syke;28857;Auf dem Bahnsteig;52,9092262;8,8606613;Auf dem Bahnsteig - Syke - 28857
Syke;28857;Auf dem Bahnsteig;52,9092262;8,8606613;Auf dem Bahnsteig - Syke - 28857
Wittingen;29378;Auf dem Bahnsteig;52,6936518;10,7961985;Auf dem Bahnsteig - Wittingen - 29378
Knesebeck;29379;Am Zugang zum Bahnsteig;52,6597681;10,6936501;Am Zugang zum Bahnsteig - Knesebeck - 29379
Vorhop;29379;Auf dem Bahnsteig;52,6597681;10,6936501;Auf dem Bahnsteig - Vorhop - 29379
Bad Bodenteich;29389;Zugang zum Bahnsteig;52,8327965;10,6742199;Zugang zum Bahnsteig - Bad Bodenteich - 29389
Schönewörde;29396;Zugang zum Bahnsteig;52,6322399;10,6272194;Zugang zum Bahnsteig - Schönewörde - 29396
Wahrenholz;29399;Auf dem Bahnsteig;52,6257946;10,5914499;Auf dem Bahnsteig - Wahrenholz - 29399
Salzwedel;29410;Tunnelzugang;52,8400945;11,1996856;Tunnelzugang - Salzwedel - 29410
Fleetmark;29416;Zugang Bahnsteig 2 Richtung Salzwedel;52,7964329;11,3337223;Zugang Bahnsteig 2 Richtung Salzwedel - Fleetmark - 29416
Dannenberg Ost;29451;Auf dem Bahnsteig;53,0986852;11,109336;Auf dem Bahnsteig - Dannenberg Ost - 29451
Hitzacker;29456;Auf dem Bahnsteig;53,1479724;11,0436405;Auf dem Bahnsteig - Hitzacker - 29456
Leitstade;29456;Auf dem Bahnsteig;53,1479724;11,0436405;Auf dem Bahnsteig - Leitstade - 29456
Schnega;29465;Auf dem Bahnsteig;52,8893077;10,8913505;Auf dem Bahnsteig - Schnega - 29465
Göhrde;29473;Auf dem Bahnsteig;53,1204434;10,8760258;Auf dem Bahnsteig - Göhrde - 29473
Uelzen;29525;In der Bahnhofshalle;52,9828429;10,5961231;In der Bahnhofshalle - Uelzen - 29525
Stederdorf;29559;Auf dem Bahnsteig;52,8937559;10,6212456;Auf dem Bahnsteig - Stederdorf - 29559
Brockhöfe;29565;Bahnsteig;53,0555565;10,2652523;Bahnsteig - Brockhöfe - 29565
Wieren;29568;Auf dem Bahnsteig;52,890025;10,6517154;Auf dem Bahnsteig - Wieren - 29568
Ebstorf(Uelzen);29574;Hausbahnsteig;53,0311034;10,4202572;Hausbahnsteig - Ebstorf(Uelzen) - 29574
Soltendiek;29594;Auf dem Bahnsteig;52,868847;10,7759281;Auf dem Bahnsteig - Soltendiek - 29594
Soltau(Han);29614;Bahnsteig;53,0057013;9,8309194;Bahnsteig - Soltau(Han) - 29614
Soltau(Han);29614;Hausbahnsteig;53,0057013;9,8309194;Hausbahnsteig - Soltau(Han) - 29614
Soltau Nord;29614;Bahnsteig;53,0057013;9,8309194;Bahnsteig - Soltau Nord - 29614
Wolterdingen;29614;Bahnsteig;53,0057013;9,8309194;Bahnsteig - Wolterdingen - 29614
Munster(Örtze);29633;Bahnhofsvorplatz;52,9905538;10,0809352;Bahnhofsvorplatz - Munster(Örtze) - 29633
Schneverdingen;29640;Bahnsteig;53,136959;9,818976;Bahnsteig - Schneverdingen - 29640
Wintermoor;29640;Bahnsteig;53,136959;9,818976;Bahnsteig - Wintermoor - 29640
Schneverdingen;29640;Hausbahnsteig;53,136959;9,818976;Hausbahnsteig - Schneverdingen - 29640
Walsrode;29664;Hausbahnsteig;52,8794368;9,5211797;Hausbahnsteig - Walsrode - 29664
Walsrode;29664;Bahnsteig;52,8794368;9,5211797;Bahnsteig - Walsrode - 29664
Dorfmark;29683;Bahnsteig;52,8958706;9,717826;Bahnsteig - Dorfmark - 29683
Dorfmark;29683;Bahnsteig;52,8958706;9,717826;Bahnsteig - Dorfmark - 29683
Bad Fallingbostel;29683;Bahnsteig;52,8958706;9,717826;Bahnsteig - Bad Fallingbostel - 29683
Schwarmstedt;29690;Bahnsteig;52,6763454;9,6178404;Bahnsteig - Schwarmstedt - 29690
Lindwedel;29690;Bahnsteig;52,6763454;9,6178404;Bahnsteig - Lindwedel - 29690
Schwarmstedt;29690;Bahnsteig;52,6763454;9,6178404;Bahnsteig - Schwarmstedt - 29690
Hodenhagen;29693;Bahnsteig;52,7627702;9,5833193;Bahnsteig - Hodenhagen - 29693
Hodenhagen;29693;Bahnsteig;52,7627702;9,5833193;Bahnsteig - Hodenhagen - 29693
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Hannover Hbf;30159;Bahnhofshalle;52,3749839;9,7388153;Bahnhofshalle - Hannover Hbf - 30159
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Hannover Hbf;30159;Bahnsteig;52,3749839;9,7388153;Bahnsteig - Hannover Hbf - 30159
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Hannover Hbf;30159;Im DB Reisezentrum;52,3749839;9,7388153;Im DB Reisezentrum - Hannover Hbf - 30159
Osterwald;31020;Bahnsteig;52,0753943;9,6170997;Bahnsteig - Osterwald - 31020
Hildesheim Ost;31134;Auf dem Bahnsteig;52,1462043;9,9548938;Auf dem Bahnsteig - Hildesheim Ost - 31134
Hildesheim Ost;31134;Bahnsteig Gleis 1;52,1462043;9,9548938;Bahnsteig Gleis 1 - Hildesheim Ost - 31134
Wesseln;31162;Bahnsteig;52,0726077;10,0327076;Bahnsteig - Wesseln - 31162
Groß Düngen;31162;Bahnsteig;52,0726077;10,0327076;Bahnsteig - Groß Düngen - 31162
Bad Salzdetfurth Solebad;31162;Bahnsteig;52,0726077;10,0327076;Bahnsteig - Bad Salzdetfurth Solebad - 31162
Bodenburg;31162;Bahnsteig;52,0726077;10,0327076;Bahnsteig - Bodenburg - 31162
Bad Salzdetfurth;31162;Bahnsteig;52,0726077;10,0327076;Bahnsteig - Bad Salzdetfurth - 31162
Derneburg (Han);31188;Auf dem Bahnsteig;52,0861374;10,1242568;Auf dem Bahnsteig - Derneburg (Han) - 31188
Peine;31224;Auf dem Bahnsteig;52,3307295;10,2732008;Auf dem Bahnsteig - Peine - 31224
Wunstorf;31515;Zugang zum Bahnsteig;52,4248253;9,407641;Zugang zum Bahnsteig - Wunstorf - 31515
Wunstorf;31515;Auf dem Bahnsteig;52,4248253;9,407641;Auf dem Bahnsteig - Wunstorf - 31515
Wunstorf;31515;Zugang zum Bahnsteig;52,4248253;9,407641;Zugang zum Bahnsteig - Wunstorf - 31515
Neustadt a Rbge;31535;Auf dem Bahnsteig;52,5620786;9,4403547;Auf dem Bahnsteig - Neustadt a Rbge - 31535
Neustadt a Rbge;31535;Auf dem Bahnsteig;52,5620786;9,4403547;Auf dem Bahnsteig - Neustadt a Rbge - 31535
Nienburg (Weser);31582;In der Bahnhofshalle neben dem Tunnelzugang;52,6380917;9,2084143;In der Bahnhofshalle neben dem Tunnelzugang - Nienburg (Weser) - 31582
Nienburg (Weser);31582;In der Bahnhofshalle neben dem Tunnelzugang;52,6380917;9,2084143;In der Bahnhofshalle neben dem Tunnelzugang - Nienburg (Weser) - 31582
Nienburg (Weser);31582;Zugang zum Nordtor;52,6380917;9,2084143;Zugang zum Nordtor - Nienburg (Weser) - 31582
Rinteln;31737;Mittelbahnsteig;52,1685907;9,1207187;Mittelbahnsteig - Rinteln - 31737
Hessisch Oldendorf;31840;Hausbahnsteig;52,148378;9,2421602;Hausbahnsteig - Hessisch Oldendorf - 31840
Coppenbrügge;31863;Bahnsteig;52,118056;9,5465385;Bahnsteig - Coppenbrügge - 31863
Voldagsen;31863;Hausbahnsteig;52,118056;9,5465385;Hausbahnsteig - Voldagsen - 31863
Herford;32052;Eingangshalle;52,0919704;8,6500658;Eingangshalle - Herford - 32052
Herford;32052;Eingangshalle;52,0919704;8,6500658;Eingangshalle - Herford - 32052
Bad Salzuflen;32105;Zugang zum Bahnsteig;52,0848218;8,7464532;Zugang zum Bahnsteig - Bad Salzuflen - 32105
Bünde (Westf);32257;Bahnsteig;52,198835;8,5777547;Bahnsteig - Bünde (Westf) - 32257
Minden (Westf);32423;Bahnsteig 1;52,2937952;8,9553818;Bahnsteig 1 - Minden (Westf) - 32423
Minden (Westf);32423;Empfangshalle;52,2937952;8,9553818;Empfangshalle - Minden (Westf) - 32423
Minden (Westf);32423;Bahnhofshalle;52,2937952;8,9553818;Bahnhofshalle - Minden (Westf) - 32423
PoAutomat Westfalica;32457;PlusPunkt;52,2253083;8,9402185;PlusPunkt - PoAutomat Westfalica - 32457
Bad Oeynhausen Süd;32545;Bahnsteig;52,1971271;8,7926501;Bahnsteig - Bad Oeynhausen Süd - 32545
Bad Oeynhausen;32545;Zugang Personenunterführung;52,1971271;8,7926501;Zugang Personenunterführung - Bad Oeynhausen - 32545
Löhne (Westf);32584;Eingangshalle;52,1866111;8,7434549;Eingangshalle - Löhne (Westf) - 32584
Vlotho;32602;Bahnsteig;52,1480262;8,8301845;Bahnsteig - Vlotho - 32602
Lemgo;32657;Bahnsteig;52,03535;8,9070006;Bahnsteig - Lemgo - 32657
Lügde;32676;Bahnsteig 2;51,8898786;9,2689127;Bahnsteig 2 - Lügde - 32676
Detmold;32756;Empfangshalle;51,9369225;8,8682321;Empfangshalle - Detmold - 32756
Lage (Lippe);32791;Bahnsteig 1;51,9811313;8,7768774;Bahnsteig 1 - Lage (Lippe) - 32791
Schieder;32816;Bahnsteig 1;51,9078631;9,1759096;Bahnsteig 1 - Schieder - 32816
Steinheim (Westf);32839;Zugang Bahnsteig 1;51,8697126;9,0863736;Zugang Bahnsteig 1 - Steinheim (Westf) - 32839
Steinheim (Westf);32839;Bahnsteig 3;51,8697126;9,0863736;Bahnsteig 3 - Steinheim (Westf) - 32839
Paderborn Hbf;33102;Empfangshalle;51,7331315;8,7472071;Empfangshalle - Paderborn Hbf - 33102
Paderborn Hbf;33102;Empfangshalle;51,7331315;8,7472071;Empfangshalle - Paderborn Hbf - 33102
Paderborn Hbf;33102;Empfangshalle;51,7331315;8,7472071;Empfangshalle - Paderborn Hbf - 33102
Paderborn Hbf;33102;Empfangshalle;51,7331315;8,7472071;Empfangshalle - Paderborn Hbf - 33102
Salzkotten;33154;PlusPunkt;51,6752444;8,5968392;PlusPunkt - Salzkotten - 33154
Hövelhof;33161;Zugang zum Bahnsteig;51,8394719;8,6760109;Zugang zum Bahnsteig - Hövelhof - 33161
Altenbeken;33184;am Reisezentrum;51,745145;8,9397119;am Reisezentrum - Altenbeken - 33184
Gütersloh Hbf;33330;Eingangshalle;51,909671;8,3697349;Eingangshalle - Gütersloh Hbf - 33330
Gütersloh Hbf;33330;Personenunterführung ;51,909671;8,3697349;Personenunterführung  - Gütersloh Hbf - 33330
Gütersloh Hbf;33330;Personenunterführung ;51,909671;8,3697349;Personenunterführung  - Gütersloh Hbf - 33330
Gütersloh Hbf;33330;Personenunterführung ;51,909671;8,3697349;Personenunterführung  - Gütersloh Hbf - 33330
Isselhorst-Avenwedde;33334;DB Pluspunkt;51,944695;8,4012859;DB Pluspunkt - Isselhorst-Avenwedde - 33334
Rheda-Wiedenbrück;33378;Zugang Personenunterführung;51,8349207;8,2985134;Zugang Personenunterführung - Rheda-Wiedenbrück - 33378
Rheda-Wiedenbrück;33378;Zugang Personenunterführung;51,8349207;8,2985134;Zugang Personenunterführung - Rheda-Wiedenbrück - 33378
Bielefeld Hbf;33602;Personenunterführung ;52,0230903;8,5337526;Personenunterführung  - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Personenunterführung ;52,0230903;8,5337526;Personenunterführung  - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Personenunterführung ;52,0230903;8,5337526;Personenunterführung  - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Reisezentrum;52,0230903;8,5337526;Reisezentrum - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;vorm Bahnhof rechts;52,0230903;8,5337526;vorm Bahnhof rechts - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Eingang vor dem Reisezentrum;52,0230903;8,5337526;Eingang vor dem Reisezentrum - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Personenunterführung ;52,0230903;8,5337526;Personenunterführung  - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Reisezentrum;52,0230903;8,5337526;Reisezentrum - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Reisezentrum;52,0230903;8,5337526;Reisezentrum - Bielefeld Hbf - 33602
Bielefeld Hbf;33602;Westtunnel;52,0230903;8,5337526;Westtunnel - Bielefeld Hbf - 33602
Brackwede;33647;Zugang;51,9852138;8,5045443;Zugang - Brackwede - 33647
Brake (b.Bielefeld);33729;Bahnsteig;52,0701622;8,6062946;Bahnsteig - Brake (b.Bielefeld) - 33729
Schloß Holte;33758;Bahnsteig;51,8831154;8,6617402;Bahnsteig - Schloß Holte - 33758
Kassel Hbf;34117;Empfangsgebäude;51,3170536;9,4924552;Empfangsgebäude - Kassel Hbf - 34117
Kassel Hbf;34117;Empfangsgebäude;51,3170536;9,4924552;Empfangsgebäude - Kassel Hbf - 34117
Kassel Hbf;34117;Empfangsgebäude;51,3170536;9,4924552;Empfangsgebäude - Kassel Hbf - 34117
Kassel Hbf;34117;Empfangsgebäude;51,3170536;9,4924552;Empfangsgebäude - Kassel Hbf - 34117
Kassel-Harleshausen;34128;Zugang Bahnsteig;51,3367949;9,438763;Zugang Bahnsteig - Kassel-Harleshausen - 34128
Kassel-Wilhelmshöhe;34131;Empfangsgebäude;51,3110759;9,4032861;Empfangsgebäude - Kassel-Wilhelmshöhe - 34131
Kassel-Wilhelmshöhe;34131;Empfangsgebäude;51,3110759;9,4032861;Empfangsgebäude - Kassel-Wilhelmshöhe - 34131
